,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LINC01954,3.68813488,-2.429240584,1.518232485,-1.60004519,0.109588559,0.999812872
IPCEF1,6.160683054,-1.592851243,0.995689949,-1.599746231,0.109654891,0.999812872
AC109826.1,14.07598278,-1.048967064,0.655749623,-1.599645699,0.109677204,0.999812872
LCN2,1.110442755,-3.692113261,2.308379426,-1.599439511,0.109722979,NA
ZNF322,48.70726376,-0.633446817,0.396285034,-1.598462626,0.109940057,0.999812872
PHF6,59.7404247,-0.495150715,0.309771164,-1.598440308,0.10994502,0.999812872
IWS1,83.69112727,-0.465968466,0.291532263,-1.598342706,0.109966728,0.999812872
SRGAP1,3.334401818,2.599072114,1.62629375,1.598156614,0.110008127,0.999812872
AKR1A1,723.6468524,-0.257548594,0.161187567,-1.597819232,0.110083213,0.999812872
ITGA4,49.90385545,-0.675527178,0.423403963,-1.595467302,0.110607776,0.999812872
NLRP12,9.131714295,-1.167058515,0.731708419,-1.594977568,0.110717252,0.999812872
SMYD2,32.90069761,-0.69536626,0.435977113,-1.59496047,0.110721076,0.999812872
AL356020.1,2.079514549,2.878246166,1.804694527,1.594866124,0.110742176,NA
VPS36,123.2794386,-0.390726392,0.245127201,-1.59397403,0.110941852,0.999812872
TRAPPC6B,34.27485782,0.681030299,0.427272072,1.593903145,0.11095773,0.999812872
HP,587.4792438,-1.222555763,0.767035728,-1.593870688,0.110965001,0.999812872
DHRS3,128.2277092,0.403546687,0.253191198,1.593841686,0.110971498,0.999812872
FAM228B,25.18157711,-0.749189311,0.470414828,-1.592614149,0.111246778,0.999812872
GPX3,34.1006614,0.648108137,0.406959399,1.592562155,0.111258449,0.999812872
ATF5,44.12225032,0.658680201,0.413733111,1.592041304,0.111375424,0.999812872
CCDC71,24.54267185,-0.773473168,0.485897167,-1.591845395,0.111419447,0.999812872
LCOR,43.6358714,0.621355747,0.390380924,1.59166524,0.111459943,0.999812872
SFT2D3,10.36889601,1.12353259,0.706427999,1.590441761,0.111735263,0.999812872
TCEAL9,35.45365269,0.641635883,0.403488253,1.590221966,0.111784781,0.999812872
AL121983.2,1.208743065,-3.512178511,2.209566299,-1.589532983,0.111940114,NA
SNX6,365.377905,0.287297032,0.180958052,1.587644372,0.112366778,0.999812872
ALKBH7,262.1809947,-0.308180131,0.194132508,-1.587473077,0.11240554,0.999812872
GNPDA1,142.2861059,-0.416069701,0.262286075,-1.58632021,0.11266669,0.999812872
VPS8,49.83329401,0.575002235,0.362545918,1.58601216,0.112736551,0.999812872
MCM3,17.60338948,0.898949354,0.566811953,1.585974589,0.112745074,0.999812872
KIAA1841,27.69631237,0.702831619,0.443158434,1.585960157,0.112748348,0.999812872
JKAMP,110.6380733,0.423835289,0.267405369,1.584991696,0.112968221,0.999812872
COX7C,1522.849383,-0.283644367,0.179133129,-1.583427751,0.113324002,0.999812872
SLC7A7,435.2313976,-0.27618236,0.174511324,-1.582604234,0.113511698,0.999812872
NCL,633.7056383,0.266875743,0.168686579,1.582080474,0.113631201,0.999812872
SPAG1,11.96834993,1.056934726,0.668406582,1.581275161,0.113815136,0.999812872
POLA2,9.168711439,-1.19199601,0.754390846,-1.580077512,0.114089117,0.999812872
MTSS1,1.74113702,-2.686654001,1.700506579,-1.579913912,0.114126583,NA
PDCD6,294.8753707,-0.297990554,0.1886596,-1.579514392,0.114218118,0.999812872
LPP,118.6140958,0.40285722,0.255084707,1.579307615,0.114265516,0.999812872
MIA3,114.1803028,-0.384758957,0.24382321,-1.578024329,0.114560021,0.999812872
PC,6.901796667,1.596660488,1.01200847,1.577714551,0.114631202,0.999812872
HLA-E,1676.554336,-0.287542349,0.182295379,-1.577343051,0.114716612,0.999812872
PIGP,144.7889204,0.374329508,0.23746308,1.576369295,0.11494072,0.999812872
MFSD13A,31.00833989,0.669002789,0.424524548,1.575887171,0.115051808,0.999812872
GLUL,2173.893336,-0.278341843,0.176649182,-1.575675812,0.115100535,0.999812872
RNMT,144.2110212,0.395664807,0.251152728,1.575395218,0.115165247,0.999812872
RRBP1,321.6195631,-0.349486545,0.221963957,-1.574519351,0.115367431,0.999812872
ADAMTS6,14.15828087,-0.994451853,0.632131867,-1.573171525,0.115679107,0.999812872
SYS1,129.2334139,-0.423594658,0.269429443,-1.572191414,0.115906166,0.999812872
IDUA,28.61667216,-0.771603703,0.490970495,-1.571588741,0.116045959,0.999812872
TGFBR2,123.5784291,-0.375371074,0.238901865,-1.571235427,0.116127974,0.999812872
RAPGEF2,23.20828606,0.789955888,0.502938746,1.570680118,0.11625697,0.999812872
PLEK,300.5073728,-0.367307004,0.233929875,-1.570158593,0.11637822,0.999812872
RREB1,59.98868725,0.540561409,0.344275326,1.570142754,0.116381904,0.999812872
PDK4,144.4081729,-0.423033935,0.269443472,-1.57002852,0.116408476,0.999812872
HCLS1,233.1556162,-0.315101923,0.200850486,-1.568838241,0.116685635,0.999812872
NHLRC1,7.476054245,-1.324237532,0.844297387,-1.568449165,0.116776345,0.999812872
NFATC2IP,51.03045584,0.540152578,0.344453913,1.568141796,0.116848044,0.999812872
B3GNT5,88.25974214,1.025356897,0.654034735,1.567740737,0.116941651,0.999812872
PPP5C,13.59055695,1.011573382,0.645673274,1.566695452,0.117185894,0.999812872
PROCR,165.5532596,0.364050047,0.232423837,1.566319753,0.117273779,0.999812872
C18orf32,143.1358693,-0.367090854,0.234542643,-1.565134804,0.117551304,0.999812872
TUBA1B,2192.087754,-0.221923107,0.14185834,-1.564399439,0.117723792,0.999812872
WRB,42.78382781,0.582999721,0.372725927,1.564151242,0.117782054,0.999812872
UBE2C,3.367904221,2.551733744,1.632010478,1.563552305,0.117922743,0.999812872
SIRPB1,101.7103476,-0.45226128,0.289389358,-1.562812411,0.118096724,0.999812872
RHOG,285.3483707,-0.304632352,0.194971285,-1.562447276,0.118182657,0.999812872
ABLIM1,2.973682546,-2.702601683,1.729760717,-1.562413608,0.118190583,0.999812872
NGDN,54.35055481,-0.594932551,0.380876115,-1.562010657,0.118285478,0.999812872
SGK1,125.6273653,0.462123922,0.295852296,1.56200891,0.11828589,0.999812872
BLOC1S3,18.70241991,0.891732628,0.571003402,1.561694073,0.118360076,0.999812872
DHFR,27.01115261,0.836693462,0.535761633,1.561689771,0.11836109,0.999812872
UBAP2,36.34979866,0.604897101,0.38763645,1.560475288,0.118647605,0.999812872
ECH1,581.8882111,-0.262576336,0.168292661,-1.560236399,0.118704027,0.999812872
KAZN,33.03698603,0.754317441,0.483563656,1.55991343,0.11878034,0.999812872
PPARD,17.18167039,0.864658011,0.554396309,1.55963883,0.118845255,0.999812872
POMP,1011.109053,0.253795933,0.162747325,1.55944765,0.118890466,0.999812872
ATG3,228.5092591,-0.316611567,0.203038366,-1.55936818,0.118909263,0.999812872
AC013457.1,29.99243582,2.053779921,1.31744484,1.558911507,0.119017326,0.999812872
PSENEN,165.948615,-0.338743157,0.2173215,-1.55871903,0.119062896,0.999812872
IL12RB1,26.90376897,0.76932491,0.493671549,1.558374006,0.119144615,0.999812872
ITGA3,3.472345604,2.031003963,1.303553242,1.558052174,0.119220881,0.999812872
VANGL1,4.4423831,1.689602913,1.0844605,1.558012407,0.119230307,0.999812872
OXCT1,2.382186695,2.561084387,1.643885445,1.557945777,0.119246102,NA
TMEM131L,39.27962441,-0.616273205,0.395655469,-1.557600622,0.119327951,0.999812872
IGF2BP3,4.299769887,1.768369268,1.135735702,1.55702534,0.119464469,0.999812872
CCL24,1.416688642,-3.032647981,1.94805291,-1.556758528,0.119527827,NA
IL10RA,96.11459446,-0.425999813,0.273681376,-1.556553897,0.119576437,0.999812872
ZBTB10,8.261251088,1.219071769,0.783240663,1.556445963,0.119602083,0.999812872
EPC2,32.95114708,-0.688348315,0.442498084,-1.555596148,0.119804155,0.999812872
TNIP1,18.0542244,0.868989847,0.5586468,1.555526404,0.119820751,0.999812872
DDIAS,18.93132976,-0.808705244,0.519902419,-1.555494288,0.119828394,0.999812872
RTN1,44.73651893,-0.58561315,0.376861835,-1.553920019,0.120203496,0.999812872
LSM5,186.7739314,0.32496329,0.209186022,1.553465608,0.120311939,0.999812872
VBP1,87.7353861,0.420064997,0.270578742,1.552468587,0.120550143,0.999812872
NCR3LG1,0.979712309,3.778383661,2.434287458,1.552151801,0.120625906,NA
DCP2,129.9617767,-0.379895947,0.244764333,-1.552088666,0.12064101,0.999812872
PTCRA,48.50442731,-0.545898165,0.351752702,-1.551937376,0.120677209,0.999812872
CHEK1,9.680965872,1.203409518,0.77552748,1.551730337,0.120726761,0.999812872
NDUFAF8,137.7436723,0.419307898,0.270503931,1.550099092,0.121117734,0.999812872
MTRNR2L12,4.560853573,-2.026908551,1.307799314,-1.549862069,0.121174625,0.999812872
MAP2K3,32.30590055,0.644170962,0.415911074,1.548818971,0.121425244,0.999812872
TMX1,125.2674563,0.372765401,0.240720868,1.548537954,0.121492831,0.999812872
BEST1,30.14382811,0.684882614,0.442324667,1.548370835,0.121533039,0.999812872
RGS1,8.192399857,1.252420556,0.80907683,1.547962455,0.121631336,0.999812872
PDGFD,14.1059273,-1.271415641,0.821560852,-1.54756113,0.121727996,0.999812872
DAB2,614.838976,0.259826053,0.16793705,1.547163378,0.121823854,0.999812872
PGM2,46.97285821,-0.572334011,0.370063386,-1.546583726,0.121963656,0.999812872
SOCS1,24.70825165,0.848806967,0.549119256,1.545760702,0.122162371,0.999812872
HBA1,7.550544858,-3.982900782,2.576826782,-1.545661047,0.122186449,0.999812872
SCG5,0.963539617,3.760283506,2.433012813,1.545525566,0.12221919,NA
DUSP15,0.963539617,3.760283506,2.433012813,1.545525566,0.12221919,NA
AP000688.2,0.963539617,3.760283506,2.433012813,1.545525566,0.12221919,NA
NR1D2,31.86455201,0.756526828,0.489495301,1.545524189,0.122219523,0.999812872
SPATS2L,254.7206321,-0.301799355,0.195282356,-1.545451219,0.122237159,0.999812872
LRRC23,22.52321153,-0.793551392,0.513741034,-1.544652538,0.122430331,0.999812872
RNF2,40.58598103,0.577272957,0.37383127,1.544207249,0.122538133,0.999812872
CD5L,20.17731066,-0.80954698,0.524433996,-1.54365847,0.122671092,0.999812872
HIGD1A,152.3269833,0.383045736,0.248142488,1.543652355,0.122672574,0.999812872
NOL3,5.908893592,1.572830758,1.019383937,1.542922838,0.122849499,0.999812872
WIPI1,26.7656815,0.761030649,0.493935351,1.540749507,0.123377763,0.999812872
ZNF524,101.3904575,-0.398839183,0.258905879,-1.540479441,0.12344353,0.999812872
ENC1,10.84273559,-1.151442771,0.747765556,-1.539844623,0.123598232,0.999812872
HLA-DQB1,4599.72661,-0.340526704,0.22127742,-1.538913022,0.123825532,0.999812872
SOBP,25.66696702,0.810001321,0.526410958,1.538724277,0.123871623,0.999812872
MOCOS,9.712653211,1.21163569,0.787617912,1.538354666,0.12396192,0.999812872
PECAM1,278.6587967,0.311146516,0.20227386,1.538243827,0.123989009,0.999812872
R3HCC1L,44.83097448,-0.55055851,0.358241692,-1.536835387,0.124333625,0.999812872
OST4,1115.518451,-0.279978386,0.182329713,-1.535560941,0.1246461,0.999812872
HIST2H2AC,48.76555192,-0.624833472,0.406963441,-1.535355289,0.12469658,0.999812872
PNMA8B,3.33363325,2.231275567,1.45358164,1.53501909,0.124779139,0.999812872
PPBP,137.9983123,-2.707873814,1.764825044,-1.53435822,NA,NA
RBMS3,1.043244426,-3.44974238,2.248433855,-1.534286798,0.124959112,NA
AL928921.2,1.625701392,3.199339431,2.085648664,1.533978127,0.125035034,NA
GEN1,14.14310708,1.070924261,0.6983863,1.533426787,0.125170733,0.999812872
XIAP,110.7660541,0.407004747,0.265454482,1.533237428,0.125217365,0.999812872
LINC00861,2.112180816,-2.367064938,1.544185421,-1.53288906,0.125303192,NA
PTPRO,59.74224159,0.515827074,0.336543184,1.532721798,0.125344416,0.999812872
CLEC4D,10.64591863,1.4194069,0.926246153,1.532429467,0.12541649,0.999812872
ZBED1,26.02548789,-0.746820203,0.487358314,-1.532384248,0.125427642,0.999812872
PMAIP1,5.032992866,1.716912554,1.120598814,1.532138472,0.125488268,0.999812872
SLC7A1,6.066382118,1.422027193,0.928167954,1.532079605,0.125502792,0.999812872
SCIMP,190.4770336,-0.344426032,0.224881224,-1.53159088,0.125623424,0.999812872
KLHL5,18.68849649,-0.788657943,0.515064534,-1.531182778,0.125724226,0.999812872
PTPDC1,23.68610771,-0.73753242,0.482015755,-1.530100236,0.12599192,0.999812872
TNFSF10,117.1414089,-0.452948998,0.296085543,-1.529790994,0.126068471,0.999812872
NDUFA4,1584.12903,-0.218837313,0.14305156,-1.529779289,0.12607137,0.999812872
CLN3,16.75457378,-0.855936228,0.560021301,-1.528399413,0.126413401,0.999812872
MT1M,10.43252633,2.539408124,1.662278089,1.527667446,0.126595127,0.999812872
MRPL43,189.1652031,-0.332197903,0.217501498,-1.527336157,0.126677443,0.999812872
HIPK1-AS1,1.45202732,-2.845982644,1.863372994,-1.527328481,0.126679351,NA
PFKFB3,8.613695046,-1.177049098,0.771396703,-1.525867421,0.127042886,0.999812872
ACER3,191.2829388,0.389079708,0.255177297,1.524742649,0.1273233,0.999812872
FADS2,5.95925118,1.788750652,1.173203819,1.524671693,0.127341006,0.999812872
ZMYM2,46.87600156,0.547119061,0.358857412,1.524614075,0.127355385,0.999812872
SETD7,33.75766667,0.656780755,0.43105911,1.523644297,0.127597591,0.999812872
LINC01003,22.67453315,0.75407936,0.495062238,1.523201129,0.127708394,0.999812872
GTF2IRD2,20.96253251,-0.953690078,0.626316197,-1.522697454,0.127834415,0.999812872
TRAF3IP3,10.24661482,-1.209894699,0.79480241,-1.522258468,0.12794433,0.999812872
UROS,80.24216395,0.434821649,0.285727477,1.521805509,0.128057821,0.999812872
YIPF5,106.8116173,0.388856044,0.255533216,1.521743629,0.128073331,0.999812872
CARD8,57.58866042,-0.500559354,0.329002806,-1.521444025,0.128148448,0.999812872
RHOQ,191.7203269,0.330357296,0.217135154,1.521436255,0.128150397,0.999812872
CDK12,79.82908958,-0.437905144,0.287879045,-1.521142826,0.128223999,0.999812872
TRAPPC2L,194.5975137,0.320672297,0.210811626,1.521131939,0.128226731,0.999812872
EIF3G,315.5518138,-0.282218904,0.185553492,-1.520957111,0.128270601,0.999812872
DZIP1L,24.97449053,-0.754335142,0.496497231,-1.519313896,0.128683504,0.999812872
CAPN7,38.52604759,-0.590474672,0.388734623,-1.51896599,0.128771057,0.999812872
ACTR3B,2.346183351,2.434431964,1.602882055,1.518784215,0.12881682,NA
DND1,1.225302804,-3.807044876,2.506770438,-1.518705031,0.12883676,NA
LAP3,470.5605314,-0.277520837,0.182788228,-1.518264273,0.12894779,0.999812872
CBX7,8.779288054,-1.176111306,0.774728381,-1.518095032,0.128990443,0.999812872
ZC3H11A,2.307897719,-2.172580714,1.431912561,-1.517257948,0.129201571,NA
ST3GAL1,62.92468668,0.465793839,0.307237248,1.51607216,0.129501107,0.999812872
POLI,13.4506226,-0.982480837,0.648146459,-1.515831526,0.129561958,0.999812872
RAP2C-AS1,5.542490293,-1.434735538,0.946573685,-1.515714583,0.129591539,0.999812872
MRPS21,358.4771441,-0.277016198,0.182794718,-1.515449684,0.129658563,0.999812872
DFFA,51.13717991,0.504968072,0.333216883,1.515433635,0.129662625,0.999812872
AL512625.3,5.904311296,5.951977701,3.928596696,1.515039125,0.129762496,0.999812872
TMEM106B,80.1067151,0.423752944,0.27974494,1.514783231,0.129827309,0.999812872
SH2D4B,7.321807557,-1.283047688,0.847052402,-1.51472056,0.129843186,0.999812872
ZRANB2,129.2327621,-0.386992244,0.255688483,-1.513530213,0.130145033,0.999812872
HIST1H2BE,1.330717525,-2.857303912,1.887851452,-1.51352158,0.130147224,NA
APOBEC3G,44.57545666,-0.570649582,0.377178321,-1.512943745,0.130293949,0.999812872
PTOV1,32.51275217,-0.642064501,0.424424024,-1.512790193,0.130332961,0.999812872
PIM1,50.993153,0.511127433,0.337958269,1.512398066,0.130432627,0.999812872
SMIM20,96.56373202,-0.414586064,0.274247709,-1.511721159,0.130604814,0.999812872
CYREN,22.48597183,-0.73869497,0.488667599,-1.511651217,0.130622615,0.999812872
LINC00239,17.14734307,-0.850751901,0.562819736,-1.511588609,0.130638551,0.999812872
PIGA,7.628573138,1.264560673,0.83700494,1.51081626,0.130835271,0.999812872
FKBP14,12.34736309,1.001678055,0.663109624,1.510576862,0.130896293,0.999812872
SLC46A2,5.158065591,-1.489130489,0.985821387,-1.510547964,0.13090366,0.999812872
PFN4,2.012608899,2.773100788,1.836818018,1.509730828,0.131112122,NA
POLR2J3.1,130.1366059,0.81844712,0.542453092,1.508788745,0.131352778,0.999812872
NIN,89.85108425,-0.435633043,0.288815138,-1.508345604,0.131466097,0.999812872
S100A16,5.733655542,1.824937843,1.209911197,1.50832379,0.131471677,0.999812872
DMAP1,41.18556571,-0.576325407,0.382190592,-1.50795289,0.131566585,0.999812872
NDUFC1,428.2968714,-0.278855778,0.184984488,-1.507454931,0.131694088,0.999812872
SORBS3,48.34698595,0.578320708,0.383705733,1.507198507,0.131759783,0.999812872
CCZ1,61.4316473,0.550526147,0.365607733,1.505783654,0.132122721,0.999812872
NFE2L3,16.09283696,1.051966231,0.699583736,1.503703097,0.132657831,0.999812872
ZNF486,8.492385251,-1.183867444,0.787422852,-1.503471028,0.132717623,0.999812872
SNX1,115.3949294,-0.38815372,0.258195085,-1.503335046,0.132752667,0.999812872
METTL1,22.5751616,0.721779744,0.480128551,1.503305192,0.132760362,0.999812872
RAB28,26.2140047,0.679862436,0.452659993,1.501927379,0.133115865,0.999812872
RASL11A,12.02016159,-1.12829842,0.751883939,-1.500628436,0.133451692,0.999812872
CLK1,29.51468775,0.647674593,0.432252016,1.498372637,0.134036462,0.999812872
PRAM1,85.31463233,-0.469869997,0.313668975,-1.497980467,0.134138326,0.999812872
MFHAS1,26.00892252,0.737182504,0.492196231,1.49774106,0.13420054,0.999812872
CELA2B,16.01433875,-1.948772937,1.301353531,-1.497496945,0.134264,0.999812872
LETM1,34.03177191,0.60278502,0.402617637,1.497164963,0.13435034,0.999812872
TRIM22,124.6593707,0.450888638,0.30121611,1.496894164,0.134420799,0.999812872
COQ10B,67.01082431,0.506626211,0.338635969,1.496079145,0.134633032,0.999812872
CTBP1,47.62605405,0.539024979,0.360302349,1.496035152,0.134644495,0.999812872
ACOT8,32.17931469,-0.64492214,0.431216876,-1.495586503,0.134761443,0.999812872
IPMK,24.6175336,-0.770350582,0.515152254,-1.49538428,0.134814181,0.999812872
Sep-01,10.26567882,-1.186477322,0.7934821,-1.495279253,0.134841577,0.999812872
ALPK1,45.41261138,-0.640076941,0.428170665,-1.494910775,0.13493773,0.999812872
NBPF3,1.016188693,-3.560898509,2.382257415,-1.494758075,0.134977592,NA
MIEF1,33.03136594,0.632371548,0.423069187,1.494723717,0.134986562,0.999812872
PPT1,528.8057947,-0.252981725,0.169309833,-1.494193933,0.135124938,0.999812872
AC005261.3,5.17288376,1.506396399,1.008572888,1.493592002,0.135282291,0.999812872
APOBEC3C,58.97951202,0.511929489,0.342755907,1.493568683,0.13528839,0.999812872
FNDC5,1.850564854,2.797701902,1.873362054,1.493412283,0.1353293,NA
PAN3,24.4748247,0.746314427,0.499793238,1.493246347,0.135372714,0.999812872
IFFO2,3.116322374,-2.096970392,1.404603702,-1.492926716,0.135456371,0.999812872
LRPAP1,1411.497938,-0.239793584,0.160695304,-1.492225214,0.135640114,0.999812872
PRRC2C,352.7855603,0.265617081,0.178076282,1.491591574,0.135806249,0.999812872
GCAT,3.471405031,1.925896652,1.291450578,1.491266244,0.135891608,0.999812872
AP000487.1,2.017596028,2.440476691,1.636948133,1.490869895,0.135995657,NA
TOPBP1,39.04785842,0.578907449,0.388432345,1.490368801,0.136127291,0.999812872
CENPI,2.954137581,2.777288101,1.864134825,1.489853665,0.136262717,0.999812872
HLA-DMA,2313.325053,-0.210868881,0.141593752,-1.489252726,0.136420831,0.999812872
COMMD7,103.1000537,0.38760872,0.260306323,1.489048427,0.136474617,0.999812872
CYB5R4,67.14739279,0.496651015,0.333579264,1.488854581,0.136525666,0.999812872
PPP4R3B,89.00997285,0.445288078,0.299231233,1.48810695,0.136722691,0.999812872
TLNRD1,39.45685978,0.56048568,0.376771419,1.487601375,0.136856051,0.999812872
GNPTAB,95.38624407,-0.419807874,0.282312643,-1.487031788,0.137006415,0.999812872
CDC26,130.782282,-0.387734122,0.260757707,-1.486951725,0.137027561,0.999812872
FAM3B,81.37023571,-0.554675471,0.373128027,-1.486555364,0.137132284,0.999812872
MAP3K5,34.52806815,0.627265678,0.42202597,1.486320091,0.137194475,0.999812872
KEAP1,36.91612929,-0.584561247,0.393744118,-1.48462217,0.137643939,0.999812872
CYP2U1,14.54946952,-0.867473786,0.584403721,-1.484374168,0.137709684,0.999812872
AMIGO2,154.5800588,0.347855803,0.234400133,1.484025621,0.137802124,0.999812872
CASP8,70.53066568,-0.459954672,0.309966254,-1.483886279,0.137839093,0.999812872
IL1A,24.44483877,0.820126489,0.552954728,1.48317113,0.138028949,0.999812872
TMED7,75.06533011,0.436139292,0.294129942,1.482811607,0.138124471,0.999812872
CR1,28.94234678,-0.679972763,0.458572065,-1.482804591,0.138126336,0.999812872
UBALD2,92.79856007,-0.396826618,0.267650527,-1.482629691,0.138172824,0.999812872
ANAPC15,148.8169279,-0.337127423,0.227449243,-1.482209471,0.138284567,0.999812872
FAXDC2,7.313583765,-1.230241009,0.830029449,-1.482165495,0.138296265,0.999812872
LINC01871,3.808282292,-2.025478096,1.366856274,-1.481851555,0.138379798,0.999812872
CD38,12.24727522,1.173695708,0.792169772,1.481621427,0.138441054,0.999812872
ZFP37,2.315281044,2.48429949,1.676897282,1.481485787,0.13847717,NA
CELA2A,3.532876482,-1.825565405,1.232828517,-1.480794271,0.138661404,0.999812872
TMEM176B,180.2276319,1.798444525,1.215126264,1.480047448,0.138860585,0.999812872
CYB561,8.432721872,1.171467516,0.791591528,1.4798889,0.138902898,0.999812872
TUSC1,25.0631911,-0.979468863,0.662135554,-1.479257315,0.139071556,0.999812872
TPD52L2,46.11845715,0.525922373,0.355535145,1.47924159,0.139075758,0.999812872
WWC2,17.61262929,-0.884916639,0.598236924,-1.479207658,0.139084824,0.999812872
BTBD8,6.676513555,1.343254463,0.908166993,1.479083112,0.139118103,0.999812872
KLRB1,10.66379434,-1.501348628,1.016679908,-1.476717122,0.139751481,0.999812872
NNMT,6.797010009,1.606050259,1.087815248,1.476399841,0.139836585,0.999812872
GNG11,19.98454046,0.907049919,0.614442743,1.476215528,0.139886042,0.999812872
ZNF141,12.55325291,-0.925594212,0.627400581,-1.475284276,0.140136132,0.999812872
CCL2,6.232595372,-1.507759818,1.024199122,-1.472135433,0.140984309,0.999812872
GPAT2,5.968912913,3.156400486,2.144225324,1.472047014,0.141008182,0.999812872
CRY1,9.794454021,1.097948284,0.745914565,1.471949116,0.141034619,0.999812872
SUCNR1,58.86591508,0.52764112,0.358528815,1.471683997,0.141106231,0.999812872
C5AR1,340.7274709,0.299941898,0.203825581,1.471561601,0.141139301,0.999812872
FIS1,424.7820682,-0.248854803,0.16916663,-1.471063192,0.141274028,0.999812872
NGRN,17.04411817,-0.87653718,0.595899947,-1.470946901,0.141305477,0.999812872
BRD1,58.88493046,-0.506236091,0.344302958,-1.470321644,0.141474662,0.999812872
GSK3A,52.95307988,0.5273733,0.359130423,1.468472916,0.141975808,0.999812872
RNF166,48.20921511,-0.528635101,0.35999667,-1.468444421,0.141983543,0.999812872
GK,139.2032356,0.389320077,0.265127775,1.468424336,0.141988995,0.999812872
FAM204A,159.1476185,-0.328295266,0.223764655,-1.467145316,0.142336529,0.999812872
ERRFI1,10.70402744,1.077462344,0.734395664,1.467141483,0.142337571,0.999812872
ABCC5,11.93139631,0.953748326,0.650636198,1.465870373,0.142683605,0.999812872
SDSL,80.25243009,0.439033225,0.299514926,1.465814177,0.142698918,0.999812872
TRMT112,566.7421445,-0.235633159,0.160790929,-1.465463013,0.142794636,0.999812872
NOL7,275.9617342,-0.27800309,0.189731542,-1.46524446,0.142854233,0.999812872
LINC01588,15.40951905,0.862736173,0.588925611,1.46493234,0.142939378,0.999812872
ACAA1,217.7398043,-0.297022664,0.20279636,-1.46463508,0.143020506,0.999812872
ASPH,78.28506572,-0.424840962,0.290103975,-1.464443782,0.143072733,0.999812872
BIRC2,63.78342691,0.452622542,0.309172597,1.463980142,0.143199374,0.999812872
BPTF,158.7867969,0.351887033,0.240468044,1.463342186,0.14337377,0.999812872
SVBP,78.77597907,-0.430165672,0.294011507,-1.463091278,0.143442404,0.999812872
NDUFAF1,49.28067492,-0.542812083,0.371053476,-1.462894484,0.143496254,0.999812872
CAPZA2,467.1147086,0.259391595,0.177328841,1.46277161,0.143529884,0.999812872
SLC52A2,63.39537547,0.454690412,0.310892842,1.462530977,0.143595762,0.999812872
IRAK3,117.1479052,-0.360526837,0.246544361,-1.46232035,0.143653445,0.999812872
CTSF,49.76580624,-0.495293613,0.338749855,-1.462121992,0.143707783,0.999812872
CIDEB,5.705483205,-1.411431569,0.965921745,-1.461227658,0.143952975,0.999812872
ZDHHC16,18.87457657,0.872491225,0.597139476,1.461117981,0.143983066,0.999812872
CSTF2,11.23034754,-0.972244489,0.665440633,-1.461053686,0.144000709,0.999812872
TTLL7,1.795788722,2.754531329,1.885881858,1.460606515,0.144123457,NA
AC015982.1,3.416687102,-1.765592079,1.209711684,-1.459514777,0.144423477,0.999812872
FNIP2,23.77466648,0.783796547,0.537139549,1.459204685,0.14450878,0.999812872
ACSM3,37.23240088,-0.614737819,0.421283968,-1.459200602,0.144509903,0.999812872
MTR,46.19326825,0.526051686,0.360639861,1.458662067,0.144658142,0.999812872
USP38,20.32993488,0.746606479,0.511934202,1.458403201,0.144729439,0.999812872
LAMB2,2.932354889,1.972344014,1.352478254,1.458318467,0.144752782,0.999812872
CD276,36.82227268,0.631553543,0.433139153,1.458084631,0.144817217,0.999812872
ZFAND3,43.14701561,-0.525035796,0.360109709,-1.457988447,0.144843727,0.999812872
KDM4C,20.97403138,0.818992834,0.562063998,1.457116692,0.145084171,0.999812872
CD63,4817.035808,0.270529894,0.185679248,1.456974303,0.145123474,0.999812872
AKR1B1,319.7430846,-0.277803611,0.190714376,-1.456647457,0.145213721,0.999812872
PPP1R13B,8.083114137,-1.204562767,0.827341044,-1.45594465,0.145407921,0.999812872
LINC00520,2.811197089,5.010221179,3.442549716,1.455380922,0.145563835,0.999812872
MYL12B,1494.523782,-0.217845468,0.149697553,-1.455237339,0.145603567,0.999812872
SAA1,17.22728146,2.682616711,1.844127086,1.454681042,0.145757583,0.999812872
ZFAND5,239.2855565,0.292624727,0.201163171,1.45466352,0.145762436,0.999812872
DAAM1,36.48162161,0.605164344,0.41626242,1.453804895,0.146000406,0.999812872
SLC35B3,16.54665059,0.832077394,0.572357963,1.453770975,0.146009813,0.999812872
FANCE,2.932854009,2.017899111,1.388664269,1.453122368,0.146189782,0.999812872
MDP1,25.23990819,-0.699349804,0.481329063,-1.452955695,0.146236056,0.999812872
HSH2D,2.454430047,-2.043640352,1.406624446,-1.452868502,0.146260268,NA
STIP1,114.0742602,-0.366653626,0.252580627,-1.451630039,0.146604502,0.999812872
CD47,445.6400082,0.292513763,0.201593006,1.451011468,0.146776667,0.999812872
GPR85,11.68202824,-1.008293298,0.695117343,-1.450536817,0.14690888,0.999812872
AC010997.5,1.274202563,-2.908013674,2.005294344,-1.450167993,0.147011678,NA
AGAP9,7.908900465,1.192921861,0.822852473,1.449739655,0.147131133,0.999812872
AK3,48.49045856,0.522699228,0.360805579,1.448700513,0.147421237,0.999812872
CD53,551.9700601,-0.237948,0.164267243,-1.448542001,0.147465529,0.999812872
SPRYD7,37.8186505,0.572897524,0.395535726,1.448409045,0.147502687,0.999812872
