,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DAAM1,3.632532584,0.95767908,1.04068007,0.92024351,0.357445522,NA
TRIM14,6.731617231,0.72088004,0.783361594,0.920239191,0.357447778,NA
IL10RB,1.863960027,-1.377130826,1.496580387,-0.920185002,0.357476091,NA
DMAP1,5.133253567,0.791854961,0.860680972,0.920033075,0.357555475,NA
GCA,5.230112182,-0.810843895,0.881703448,-0.91963335,0.357764393,NA
AP002495.2,1.454197573,-1.445700063,1.573208205,-0.918950244,0.358121598,NA
MGAT2,5.424012867,-0.742041449,0.807627586,-0.918791608,0.358204583,NA
Mar-01,1.063579624,-1.72639369,1.879689386,-0.918446262,0.358385281,NA
C15orf39,1.063579624,-1.72639369,1.879689386,-0.918446262,0.358385281,NA
RBBP8,1.063579624,-1.72639369,1.879689386,-0.918446262,0.358385281,NA
MICALL1,1.063579624,-1.72639369,1.879689386,-0.918446262,0.358385281,NA
ATM,12.52166091,0.522186054,0.568601731,0.918368737,0.358425852,NA
FYCO1,3.456921042,0.984251998,1.071994869,0.918149914,0.358540386,NA
MLKL,4.0338498,0.904529895,0.986058625,0.917318577,0.358975725,NA
C3orf62,1.033566249,1.794671935,1.957781853,0.916686368,0.359307012,NA
RNF121,1.033566249,1.794671935,1.957781853,0.916686368,0.359307012,NA
CHMP1A,5.942999122,-0.745789239,0.813880228,-0.916337826,0.359489735,NA
SNAP29,5.853661743,0.729157265,0.795806606,0.916249324,0.35953614,NA
SELPLG,12.63448709,0.535102159,0.58404633,0.916198136,0.359562983,NA
MKI67,1.508409156,-1.522189225,1.661532294,-0.916135804,0.359595671,NA
ZNF264,5.004408006,-0.804948296,0.87891956,-0.915838415,0.359751652,NA
RNASET2,26.67329668,-0.35824275,0.39139415,-0.915299194,0.360034582,0.963675418
TMEM189,2.058178272,1.307182369,1.428328376,0.915183365,0.360095376,NA
MEMO1,1.634834744,1.465376036,1.602154634,0.914628342,0.360386775,NA
AL353708.3,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
LZTFL1,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
CPOX,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
IMMP2L,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
AMBRA1,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
CCDC15,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
GDPGP1,0.725382314,-2.154149788,2.356942572,-0.913959387,0.360738187,NA
LRRC40,3.035300732,1.022472563,1.118739808,0.913950282,0.360742971,NA
ACOT9,2.770426765,-1.082196963,1.184210109,-0.913855535,0.360792761,NA
ZMPSTE24,4.0576384,0.876992073,0.959910646,0.913618446,0.36091737,NA
ADI1,9.493204241,0.608760165,0.666347733,0.913577304,0.360938997,NA
MIGA1,2.859113564,1.120645515,1.226827507,0.913449942,0.36100595,NA
RNF168,7.662970681,0.661635565,0.724551424,0.913165778,0.361155359,NA
AGL,5.109870812,-0.78253059,0.857042109,-0.913059676,0.361211157,NA
ITSN2,11.53122535,-0.519923458,0.569482469,-0.912975354,0.361255504,NA
FIBP,12.60227716,0.512607647,0.561551548,0.91284166,0.361325824,NA
CTNNAL1,1.043009876,-1.793016617,1.96537256,-0.912303679,0.361608878,NA
AP005482.1,1.043009876,-1.793016617,1.96537256,-0.912303679,0.361608878,NA
RNF220,2.7467069,1.119670058,1.227421897,0.912212876,0.361656667,NA
SLC17A5,1.502131819,1.522191759,1.668703137,0.912200454,0.361663205,NA
RNF2,3.780596533,0.992309334,1.087905562,0.912128193,0.361701239,NA
PRR13,34.79261839,0.324086397,0.355335117,0.912058452,0.361737949,0.963675418
PPIE,7.233242178,0.670943413,0.73590657,0.911723635,0.361914219,NA
TMEM179B,16.16955066,-0.446871998,0.490141966,-0.91171952,0.361916386,NA
TCEANC,1.619654151,-1.532285216,1.681949108,-0.911017586,0.362286108,NA
HGH1,1.751255386,-1.358165665,1.491330523,-0.910707348,0.362449592,NA
ZFP1,0.587311474,2.377838516,2.610998734,0.910700754,0.362453067,NA
ATF2,3.335780494,1.034971718,1.136459949,0.910697926,0.362454557,NA
CLIC4,1.041952091,1.902361958,2.08898465,0.910663445,0.36247273,NA
MIF4GD,8.044241034,-0.648448331,0.712064986,-0.910658919,0.362475116,NA
HKR1,1.149344123,-1.737991636,1.908893489,-0.910470724,0.362574315,NA
COMMD7,19.99269295,0.410414124,0.450798903,0.910415091,0.362603642,NA
ZNF444,1.736758056,-1.345196376,1.4775738,-0.910408925,0.362606892,NA
NAA30,3.327396307,-0.985141689,1.082825473,-0.909788063,0.362934291,NA
TTN-AS1,0.974443916,1.825309632,2.006566032,0.90966836,0.362997435,NA
USP13,0.974443916,1.825309632,2.006566032,0.90966836,0.362997435,NA
ZNF76,0.974443916,1.825309632,2.006566032,0.90966836,0.362997435,NA
ETV1,0.974443916,1.825309632,2.006566032,0.90966836,0.362997435,NA
ABCA2,0.974443916,1.825309632,2.006566032,0.90966836,0.362997435,NA
MTHFD2,5.413785109,0.753886603,0.82896981,0.909425885,0.363125363,NA
PUM3,11.44108299,-0.526985566,0.579586466,-0.909244086,0.363221298,NA
ZC3H4,4.904904667,0.813772789,0.895005526,0.909237726,0.363224654,NA
RRAGB,3.155865655,1.018406031,1.12039621,0.908969543,0.363366203,NA
CDCA4,7.263131853,0.649652003,0.714913117,0.908714621,0.363500784,NA
OSBPL7,0.984592047,1.817324084,2.000880105,0.908262359,0.363739625,NA
MAP2K2,27.80601606,-0.342669887,0.377453622,-0.907846333,0.363959415,0.963675418
TXNIP,245.9625476,0.216339688,0.238372449,0.907570018,0.364105441,0.963675418
SGF29,5.016584164,-0.776680412,0.855820531,-0.907527202,0.364128071,NA
FOXN2,6.703114717,-0.666479559,0.734432172,-0.907475985,0.364155143,NA
HTT,2.968382763,1.044487565,1.151034037,0.907434126,0.36417727,NA
DENND1A,1.027454761,1.902645532,2.096818046,0.907396584,0.364197115,NA
OSBPL11,3.621530164,-0.920750323,1.015178648,-0.906983539,0.364415502,NA
AKAP17A,5.939426241,0.716349737,0.789890072,0.906898014,0.364460732,NA
CCDC61,2.031809593,1.319639307,1.455371923,0.906736818,0.364545988,NA
FPGT,1.049082294,-1.70866812,1.885273,-0.906323976,0.364764399,NA
TET3,1.049082294,-1.70866812,1.885273,-0.906323976,0.364764399,NA
SMN1,1.049082294,-1.70866812,1.885273,-0.906323976,0.364764399,NA
APMAP,11.59176402,0.558716944,0.616655802,0.90604344,0.364912861,NA
BCL7C,21.2932419,0.391728403,0.432423202,0.905891268,0.364993407,NA
CNPY3,15.46849691,-0.466751985,0.515317229,-0.905756607,0.365064693,NA
ATG7,2.701758345,1.11178357,1.227751201,0.905544681,0.3651769,NA
DPY19L1,1.614264996,1.446192859,1.59708201,0.905521977,0.365188922,NA
POLR3C,1.742830474,-1.297863428,1.433314311,-0.90549813,0.36520155,NA
KCTD13,1.742830474,-1.297863428,1.433314311,-0.90549813,0.36520155,NA
ANK3,0.970094717,1.817442803,2.008235908,0.904994675,0.365468208,NA
BOLA2B,0.970094717,1.817442803,2.008235908,0.904994675,0.365468208,NA
PRR7,1.004895141,1.893179008,2.091973938,0.904972559,0.365479925,NA
MMS19,1.004895141,1.893179008,2.091973938,0.904972559,0.365479925,NA
CTLA4,12.93723379,0.510977539,0.564791984,0.904718115,0.365614742,NA
SELENOK,35.47978763,-0.314849986,0.34805717,-0.904592732,0.365681187,0.963675418
XCL1,45.79522467,0.343391404,0.37967289,0.904440147,0.365762058,0.963675418
DDIT4,39.59870217,-0.312447956,0.345523271,-0.904274712,0.365849752,0.963675418
SSSCA1,6.973901912,0.668006032,0.738919903,0.904030368,0.365979299,NA
VWA8,1.792394882,-1.288131198,1.425186663,-0.903833323,0.366083789,NA
AC006449.6,1.792394882,-1.288131198,1.425186663,-0.903833323,0.366083789,NA
KDELR1,14.34848808,-0.461394923,0.510598547,-0.903635401,0.366188763,NA
PEX19,1.777897552,-1.276581728,1.412990407,-0.903461002,0.366281277,NA
TARBP1,1.777897552,-1.276581728,1.412990407,-0.903461002,0.366281277,NA
GID4,2.037608524,1.291243084,1.429646265,0.903190611,0.36642474,NA
NSFL1C,8.236641916,-0.646051382,0.715369849,-0.903101218,0.366472178,NA
CDKN1A,2.021387975,1.277946129,1.415078744,0.903091884,0.366477131,NA
NUP160,2.804333598,1.127976689,1.249168857,0.902981757,0.366535577,NA
CCDC34,2.406450982,-1.084535727,1.201123811,-0.902934166,0.366560836,NA
THYN1,18.21036936,-0.440471754,0.487865093,-0.902855647,0.366602513,NA
B4GALT1,6.127765992,0.713935458,0.790778122,0.902826517,0.366617975,NA
APC,5.181368244,0.797882194,0.884070125,0.902510075,0.366785972,NA
KIF11,0.968371498,1.79488256,1.989280006,0.902277485,0.366909483,NA
CWF19L1,0.968371498,1.79488256,1.989280006,0.902277485,0.366909483,NA
C21orf58,0.968371498,1.79488256,1.989280006,0.902277485,0.366909483,NA
SPTBN1,3.110347293,-1.016835023,1.127236862,-0.902059768,0.367025119,NA
ST6GAL1,2.239588745,1.226699013,1.360031022,0.901963994,0.367075995,NA
ZNF677,1.079800173,-1.685871018,1.86921115,-0.901915772,0.367101612,NA
EZH2,2.507936382,1.146943101,1.27169592,0.901900433,0.367109761,NA
GTF2E2,7.043761667,0.685494628,0.760079831,0.901871883,0.367124929,NA
RNF187,12.3054929,-0.505226041,0.560476613,-0.901422164,0.367363902,NA
VPS36,13.379178,-0.522830591,0.580123161,-0.901240679,0.367460367,NA
PIGF,5.920424921,-0.727768528,0.807812475,-0.900912712,0.367634732,NA
IQSEC1,3.744084959,-0.904261745,1.003807074,-0.90083221,0.367677539,NA
ELP4,1.481562071,1.501646945,1.66722121,0.900688484,0.367753973,NA
DSE,4.088089625,0.891807096,0.990288544,0.900552775,0.367826153,NA
KDM5D,1.025731543,1.879874852,2.087536716,0.900523012,0.367841984,NA
RCC1,1.028512546,-1.77484147,1.971801448,-0.900111658,0.368060833,NA
MSMB,1.028512546,-1.77484147,1.971801448,-0.900111658,0.368060833,NA
DUSP2,17.5981907,0.463625319,0.515291804,0.899733541,0.368262069,NA
CCT5,25.06180153,-0.36002686,0.400210164,-0.899594493,0.368336089,NA
CCT7,19.13192364,-0.426391911,0.474040472,-0.899484192,0.368394812,NA
BCCIP,5.0130581,0.800795386,0.890600168,0.899163749,0.368565446,NA
ZNF559,0.953874168,1.794930384,1.996756555,0.898922995,0.368693679,NA
CDC14A,7.559529069,0.650519849,0.723957386,0.898560968,0.368886557,NA
SSH2,6.972178694,0.65990225,0.734499199,0.898438353,0.368951897,NA
CHPT1,5.075626869,0.787576049,0.876852917,0.8981849,0.369086982,NA
LRRC58,3.109517434,1.048461522,1.167991505,0.897661942,0.369365805,NA
ARF1,44.40669514,-0.295792196,0.329554073,-0.897552848,0.369423987,0.963675418
LYN,1.231716339,3.435163532,3.829831363,0.896949032,0.369746115,NA
MFSD4B,2.458371974,1.162287442,1.297208203,0.895991437,0.370257337,NA
NOP10,56.77373293,-0.257824952,0.287846996,-0.895701381,0.370412273,0.963675418
CREB3,4.13015478,-0.901873459,1.007056003,-0.895554425,0.370490786,NA
ANKRD46,2.082751003,-1.163614168,1.299381804,-0.89551367,0.370512562,NA
HSPE1,33.98626592,-0.325840095,0.363885852,-0.895445903,0.370548772,0.963675418
CCDC141,2.031463376,-1.200045307,1.340324992,-0.895339051,0.370605871,NA
C1QC,15.07617033,-0.467617748,0.522339049,-0.895237967,0.370659893,NA
PTPN7,36.77311403,0.309135921,0.345406424,0.894991809,0.370791467,0.963675418
VTA1,6.208040531,0.709789851,0.79319661,0.894847307,0.370868718,NA
FGFRL1,1.0173457,1.772529543,1.981682036,0.894457088,0.37107738,NA
AL035071.1,1.0173457,1.772529543,1.981682036,0.894457088,0.37107738,NA
BECN1,9.035559094,-0.569419682,0.636716588,-0.89430634,0.371158009,NA
MOB1A,26.71843869,0.346676963,0.387716469,0.894150729,0.37124125,0.963675418
PAFAH1B2,5.677280715,-0.707076668,0.791018135,-0.893881741,0.371385168,NA
SENP7,11.64535408,0.539123619,0.603352228,0.893547077,0.371564273,NA
PFDN2,27.90131952,0.345451997,0.386711944,0.893305733,0.371693469,0.963675418
PNISR,43.89023652,0.308396939,0.345572568,0.892423091,0.372166199,0.963675418
ZNF84,3.462412657,-0.920806794,1.03204846,-0.892212749,0.37227891,NA
SNX10,9.550358525,0.563709373,0.631817451,0.892202917,0.372284179,NA
ODF2,2.407651721,-1.19450655,1.339697315,-0.891624202,0.372594393,NA
MAP4,23.04204233,0.368739518,0.413566144,0.891609537,0.372602256,NA
NXT1,7.961922972,-0.626451699,0.702952446,-0.89117223,0.37283678,NA
ZNF773,1.078076954,-1.748191733,1.961686632,-0.891167684,0.372839218,NA
LINC00426,4.38129931,0.833586813,0.93547145,0.89108739,0.372882289,NA
UBE2D2,51.21958156,-0.271594267,0.304826393,-0.890980157,0.372939816,0.963675418
VAMP3,5.658434185,-0.705754193,0.792264088,-0.890806745,0.373032856,NA
CD46,24.17218262,-0.374483798,0.420446107,-0.890682043,0.373099771,NA
WDR5,1.466971684,-1.508983974,1.694744196,-0.890390407,0.373256292,NA
B3GAT1,0.571090926,2.34492442,2.633906522,0.890283843,0.373313495,NA
SNAPC5,8.482379868,-0.588624366,0.661216708,-0.890213993,0.373350993,NA
RYR1,2.573404619,1.145032389,1.286465092,0.890060986,0.37343314,NA
IFITM2,104.9267642,-0.206364517,0.231863171,-0.89002715,0.373451308,0.963675418
AL136295.5,1.023105561,1.896169704,2.130470989,0.890023715,0.373453152,NA
SCAPER,4.062254254,0.859928162,0.966259439,0.889955768,0.373489637,NA
LTA4H,11.33421852,-0.534571611,0.600718451,-0.889887118,0.373526502,NA
HYLS1,2.076678585,-1.201371316,1.350090535,-0.889845003,0.373549118,NA
CLSPN,1.012996501,1.764458925,1.983205527,0.889700488,0.373626732,NA
MAML1,1.012996501,1.764458925,1.983205527,0.889700488,0.373626732,NA
DTD2,1.012996501,1.764458925,1.983205527,0.889700488,0.373626732,NA
TRAPPC8,3.282497818,-0.98230968,1.104386605,-0.889461784,0.373754953,NA
EMC10,11.59147688,0.528677466,0.594717289,0.888955939,0.37402676,NA
B3GAT2,3.285942599,1.008314273,1.134573142,0.888716853,0.374155271,NA
SPRYD7,4.092972132,0.858524583,0.966213428,0.88854549,0.374247398,NA
PKN1,10.1014309,-0.543931438,0.612353803,-0.888263346,0.374399112,NA
XPNPEP1,3.395494688,-0.9138711,1.028991943,-0.888122697,0.374474755,NA
OSGEP,6.628904849,-0.657949206,0.740922174,-0.888013922,0.374533263,NA
GRHPR,8.598598671,-0.614360007,0.691877601,-0.887960539,0.374561978,NA
GMFB,3.048074844,0.993807611,1.119589798,0.887653328,0.374727258,NA
GUCD1,2.483557575,1.154722797,1.300987722,0.887573939,0.374769977,NA
CYB561D1,1.484915451,-1.431162583,1.612785063,-0.887385812,0.37487122,NA
ZNF672,1.484915451,-1.431162583,1.612785063,-0.887385812,0.37487122,NA
JRK,1.352212526,-1.464274527,1.650280669,-0.887288177,0.374923769,NA
PIKFYVE,1.593695248,1.425709446,1.607079413,0.887143121,0.375001851,NA
FKBP2,26.86221889,-0.340659701,0.384013858,-0.887102623,0.375023652,0.963675418
SZT2,2.000818228,1.262645474,1.424178507,0.8865781,0.375306089,NA
TMEM159,3.587310542,0.915553784,1.032746692,0.886523086,0.37533572,NA
REV3L,3.834820185,-0.870617209,0.982211315,-0.88638483,0.375410191,NA
GALNT7,4.162249428,0.851637015,0.961069403,0.886134771,0.375544908,NA
C1orf122,10.51153392,0.564627649,0.637470169,0.885731876,0.375762027,NA
SCARB2,4.410293971,0.818915739,0.924758071,0.885545922,0.375862263,NA
ZBTB43,4.410293971,0.818915739,0.924758071,0.885545922,0.375862263,NA
EEF1AKMT1,1.763400222,-1.265172978,1.429270838,-0.885187709,0.3760554,NA
Sep-08,1.773548353,-1.287167279,1.454181031,-0.88514927,0.376076129,NA
NUP50,7.757160091,0.637896235,0.720842153,0.884931926,0.376193348,NA
TIMM23,2.933019365,-0.979499789,1.107137074,-0.884714108,0.376310845,NA
SMYD4,2.015242828,-1.221503736,1.381311294,-0.884307354,0.376530319,NA
PDIK1L,0.958223368,1.803187314,2.039474974,0.884142898,0.376619079,NA
BIVM,0.958223368,1.803187314,2.039474974,0.884142898,0.376619079,NA
AL359220.1,3.464755748,0.921836983,1.042724827,0.88406544,0.376660888,NA
C9orf40,2.070362177,1.205310636,1.363462626,0.884007096,0.376692383,NA
MTIF3,17.72754532,0.427998546,0.484163416,0.883996047,0.376698347,NA
ARMCX3,4.292642177,0.886304955,1.002968236,0.883681979,0.376867911,NA
MEAF6,26.1494125,-0.36617197,0.414394298,-0.883631777,0.376895019,0.963675418
SLC8B1,1.776174334,-1.312953455,1.486069252,-0.883507585,0.376962086,NA
AHDC1,1.009510994,1.857596469,2.10310949,0.883261893,0.377094788,NA
JAK1,61.75135125,-0.251753452,0.285062484,-0.88315182,0.377154249,0.963675418
SLC46A3,2.446165236,-1.129919712,1.279718022,-0.882944283,0.377266376,NA
WASHC2A,2.624418759,1.10729712,1.254138162,0.88291478,0.377282317,NA
CRTAM,2.976219125,-1.100337951,1.246555556,-0.882702697,0.377396925,NA
STX16,5.941851529,-0.725139397,0.821794089,-0.882385754,0.377568237,NA
LEPROTL1,46.99739354,0.274894564,0.311563944,0.882305446,0.377611652,0.963675418
SLC30A7,3.687259814,0.945077178,1.071286366,0.882189122,0.377674543,NA
FRYL,6.402225116,0.6766979,0.767397685,0.881808628,0.377880305,NA
KIF21A,11.79322951,0.498908229,0.566191515,0.881165146,0.378228441,NA
LAMTOR3,4.005217762,0.883575814,1.002816744,0.881093997,0.378266946,NA
PCNT,3.688774765,-0.931761132,1.058540737,-0.880231718,0.378733794,NA
B3GLCT,1.489264651,-1.417830548,1.611186348,-0.87999166,0.378863828,NA
ZNF24,10.32833274,-0.547664351,0.622388321,-0.879939953,0.378891839,NA
GPR180,0.95215095,1.772393293,2.014323938,0.879894867,0.378916266,NA
KHNYN,0.95215095,1.772393293,2.014323938,0.879894867,0.378916266,NA
KIF3A,6.835666709,0.672645342,0.76506345,0.879202035,0.379291741,NA
AGBL5,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
AGAP4,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
BMPR1A,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
UNC119B,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
CDK8,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
C15orf41,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
NINL,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
ATP8B3,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
LRFN3,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
IL10RB-DT,0.534567283,2.212168482,2.516388555,0.879104492,0.379344623,NA
ELP3,2.705232014,-1.050919298,1.195964186,-0.878721379,0.379552364,NA
CEP164,5.372052742,0.760826702,0.866391371,0.878155908,0.379859116,NA
ELL,3.85393496,0.888206383,1.011825251,0.877825871,0.380038222,NA
HCST,195.2540167,-0.17706307,0.201756712,-0.87760684,0.380157116,0.963675418
CBLL1,2.992438018,0.982156727,1.119333273,0.877447987,0.380243358,NA
SNRPA,7.117929217,0.655826499,0.747630113,0.877207175,0.38037412,NA
GUK1,66.55968782,0.244221598,0.278485552,0.876963264,0.380506592,0.963675418
IFT43,1.470418121,-1.417102611,1.615962651,-0.8769402,0.38051912,NA
ADNP2,1.389002822,-1.392033286,1.587390492,-0.876931854,0.380523653,NA
ESS2,1.577474699,1.410985772,1.609221703,0.876812542,0.380588466,NA
GNS,2.304465935,-1.08900341,1.242066476,-0.876767412,0.380612983,NA
KLC2,0.93765362,1.772362179,2.022074699,0.876506778,0.380754593,NA
CLECL1,0.93765362,1.772362179,2.022074699,0.876506778,0.380754593,NA
TRAF4,1.100369921,-1.626406791,1.855694844,-0.876440863,0.380790412,NA
METTL3,2.318963265,-1.097808032,1.253086086,-0.87608349,0.380984647,NA
KIAA0040,9.718128528,0.559154529,0.638267581,0.876050336,0.38100267,NA
CCDC28B,0.71147519,-2.07515174,2.369081513,-0.875930916,0.381067591,NA
VCAM1,0.71147519,-2.07515174,2.369081513,-0.875930916,0.381067591,NA
LRFN1,0.71147519,-2.07515174,2.369081513,-0.875930916,0.381067591,NA
C15orf40,11.50769832,-0.51777638,0.591221091,-0.875774542,0.381152612,NA
DHX40,3.438387069,0.92704504,1.058824301,0.8755419,0.381279122,NA
SNHG10,0.996775952,1.74183236,1.989483034,0.875520088,0.381290985,NA
COX20,26.30981513,-0.3447526,0.393826616,-0.875391826,0.381360746,0.963675418
CEBPZ,17.61373147,-0.433561728,0.495287465,-0.875373916,0.381370487,NA
HDAC9,0.94780175,1.764288266,2.016074542,0.875110631,0.381513713,NA
TCAF1,0.94780175,1.764288266,2.016074542,0.875110631,0.381513713,NA
C10orf88,0.94780175,1.764288266,2.016074542,0.875110631,0.381513713,NA
MED22,1.181785219,-1.653018029,1.889202,-0.874982151,0.381583618,NA
PGP,13.48637969,-0.459124392,0.525115013,-0.87433111,0.381937962,NA
SH2D3A,2.055598194,1.252404537,1.432562421,0.874240814,0.381987124,NA
CCSAP,1.382930404,-1.448891954,1.657325101,-0.874235207,0.381990176,NA
QPCT,1.382930404,-1.448891954,1.657325101,-0.874235207,0.381990176,NA
CALHM2,7.339028536,0.661548602,0.757183405,0.873696647,0.382283478,NA
EBAG9,7.926248442,-0.619579482,0.709174585,-0.873662839,0.382301894,NA
MAP7D1,6.93920429,0.672930438,0.770388795,0.873494581,0.382393558,NA
RAB18,8.502644806,-0.592272683,0.678216727,-0.87327938,0.382510817,NA
ARHGEF7,4.583892635,-0.780203793,0.893437299,-0.873260826,0.382520928,NA
AC109446.3,2.133448423,-1.193513814,1.366829244,-0.873198916,0.382554666,NA
SCFD1,5.692320851,-0.752395011,0.862065052,-0.872782174,0.382781817,NA
JAKMIP1,6.882651039,0.65457898,0.75014528,0.872602944,0.382879535,NA
HNRNPA2B1,123.2697124,-0.192681824,0.220832581,-0.872524439,0.382922342,0.963675418
DAP,6.255291515,0.676923691,0.775837361,0.872507209,0.382931737,NA
APPL2,3.530540704,0.921369172,1.056919211,0.871749857,0.383344855,NA
APP,0.93330442,1.764249634,2.023881581,0.871715841,0.383363416,NA
TCP1,13.89118241,-0.45039712,0.516713672,-0.87165706,0.383395492,NA
LACTB2,1.879882599,-1.266038391,1.452671959,-0.871523941,0.383468139,NA
RNF111,3.553147883,-0.882895519,1.013144886,-0.871440533,0.383513663,NA
CCDC90B,13.4617664,0.473452805,0.543427929,0.871233848,0.383626482,NA
MAGED2,11.43238193,-0.514260871,0.590331341,-0.871139367,0.383678061,NA
RPP30,3.59747491,-0.865663651,0.993937633,-0.87094363,0.383784933,NA
ARMC7,2.642663245,-1.035831163,1.190027851,-0.870425984,0.384067652,NA
TRAV13-1,0.695254642,-2.074603108,2.384223322,-0.870137914,0.38422504,NA
CLPTM1L,10.86269409,-0.520423649,0.598413714,-0.869671995,0.384479681,NA
ARSK,1.474767321,-1.403752932,1.61435402,-0.869544669,0.384549287,NA
RIDA,1.474767321,-1.403752932,1.61435402,-0.869544669,0.384549287,NA
TRMT61A,1.993296078,1.26152948,1.451040854,0.869396253,0.384630432,NA
PRELID3B,5.698932505,0.710053288,0.816870529,0.869236021,0.384718049,NA
IFIT5,7.65940477,-0.623414965,0.717602889,-0.868746453,0.384985827,NA
KNOP1,5.968227041,-0.675673279,0.778153167,-0.868303706,0.385228094,NA
CDC42BPB,1.337715196,-1.450592178,1.670884558,-0.868158229,0.385307718,NA
RRAGC,4.986456492,-0.753330037,0.867778599,-0.868113178,0.385332378,NA
LENG1,12.35796094,-0.479275557,0.552211232,-0.867920697,0.385437748,NA
RPN1,10.47001171,-0.508465289,0.585869715,-0.867881162,0.385459393,NA
NKRF,1.677635724,-1.252622159,1.443582864,-0.867717531,0.385548986,NA
AC009061.2,0.969828063,1.861705087,2.145570081,0.86769717,0.385560136,NA
GLIPR1,24.58135314,0.375155931,0.432456819,0.867499169,0.385668567,NA
ARHGAP35,5.933620477,0.691264762,0.796880581,0.867463429,0.385688141,NA
MXRA7,3.154142436,0.997109897,1.149546702,0.867393987,0.385726176,NA
CSGALNACT2,7.786520621,0.669127319,0.771441687,0.867372518,0.385737935,NA
AL355472.1,1.97272633,1.243854742,1.434521348,0.867086951,0.38589437,NA
AC009948.1,1.387279604,-1.435164604,1.655495324,-0.866909488,0.385991604,NA
CAPNS1,17.57715162,0.40877641,0.471572238,0.86683731,0.386031156,NA
PYGO2,2.976217469,0.97408469,1.123862604,0.866729337,0.386090327,NA
RASSF5,15.76439898,-0.428606697,0.494598178,-0.866575567,0.386174606,NA
RELT,1.542407621,1.412538593,1.630103066,0.866533302,0.386197772,NA
ARSA,1.542407621,1.412538593,1.630103066,0.866533302,0.386197772,NA
CHERP,2.96513691,-1.063565186,1.227520948,-0.86643343,0.386252518,NA
SBF1,1.419130495,-1.479494731,1.707665488,-0.866384395,0.386279399,NA
SNX13,3.12541443,0.997738522,1.15163824,0.86636453,0.386290289,NA
PITPNC1,11.10033426,-0.516499672,0.596359982,-0.866087074,0.386442413,NA
AKIRIN1,13.80976711,-0.446131067,0.515216498,-0.865909902,0.386539572,NA
SMIM20,6.613274506,-0.643755379,0.743805202,-0.865489213,0.386770334,NA
GIMAP2,12.71175218,-0.477607159,0.552182819,-0.864943895,0.387069583,NA
PROSER1,2.001335704,-1.143343291,1.322112353,-0.864785272,0.387156656,NA
SERPINA1,15.2925724,-0.428716237,0.495768792,-0.864750351,0.387175827,NA
SLC7A1,1.505485199,-1.388393522,1.606335578,-0.864323458,0.387410227,NA
SPON2,3.0265795,-0.945123149,1.093495365,-0.864313814,0.387415524,NA
GNL3,6.519959202,-0.656157103,0.759254949,-0.864211822,0.387471539,NA
ATP6V1G1,53.92739061,0.256359863,0.296762736,0.863854627,0.387667754,0.963675418
PLIN2,18.66905465,0.410322304,0.47503125,0.863779603,0.387708975,NA
VKORC1,16.04218818,0.434681323,0.503281097,0.863694913,0.387755509,NA
SMC3,16.83419066,0.421875402,0.48868764,0.863282324,0.38798226,NA
CCDC25,11.03141252,0.528379994,0.612147225,0.86315836,0.388050405,NA
AES,62.94138295,-0.266431259,0.308703164,-0.863066174,0.388101085,0.963675418
PON2,1.134846793,-1.721852131,1.995389886,-0.862915134,0.388184129,NA
ECH1,30.49108377,-0.317990221,0.368585569,-0.862731067,0.388285347,0.963675418
MACO1,3.572813212,0.925061271,1.072336599,0.862659423,0.388324749,NA
ZNRD1,20.82160857,-0.372447166,0.431760838,-0.862623781,0.388344351,NA
MAPK6,4.223402358,-0.814719795,0.944490296,-0.86260261,0.388355995,NA
OAT,2.91736179,1.015148661,1.176908311,0.862555436,0.388381941,NA
PSMB1,50.88018659,-0.26425257,0.306394518,-0.862458544,0.388435237,0.963675418
BYSL,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
ZNF367,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
TRAV23DV6,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
PPCDC,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
AC098850.3,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
FP565260.1,0.674684894,-2.073875646,2.404778531,-0.862397772,0.388468666,NA
ATP2B1-AS1,7.596350688,0.617773208,0.716433238,0.862289988,0.388527961,NA
